ID,Content,User,Date,Lang,Place,Hashtags
1311092156522692608,whyd cyberpunk 2077 have to be so weird abt the gangs and racially segregating them like i get cyberpunk is a genre that critiques society but on the nose stereotypes isn't really the way to go for that i think,bcyangel,2020-09-29 23:55:03+00:00,en,,
1311092155302260737,"Sim, mas sabe o q tbm estimula? A compra do jg, eles fazem jg pra vender, não pra ganhar prêmio. Vocês vão deixar de comprar o próximo Last of Us ou mesmo Cyberpunk 2077 por causa do crunch? Fica aí a cutucada, eu não vou jogar essa culpa em cima dos outros se tbm carrego",Senhor_Vlad,2020-09-29 23:55:03+00:00,pt,,
1311092100474327041,"Nueva entrada en Stadia Noticias (Google): CYBERPUNK 2077 YA REQUIERE DE 6 DÍAS DE TRABAJO SEMANALES PARA LLEGAR A LA FECHA DE LANZAMIENTO Además, el juego también llegará a Xbox Series X/S, PS5 y Google Stadia en una fecha posterior. ¿Qué te parece la n… https://t.co/g6RPo9A2Ut",Stadia2020,2020-09-29 23:54:50+00:00,es,,
1311092098997911552,Infelizmente eu nunca comprei que Cyberpunk 2077 ia ser feito sem crunch.,GhostJacobs,2020-09-29 23:54:49+00:00,pt,,
1311091968420859904,sera q algum dia vou jogar cyberpunk 2077,ev4ngrlion,2020-09-29 23:54:18+00:00,pt,,
1311091885205839872,Just delay Cyberpunk 2077,Mcdollarwhopper,2020-09-29 23:53:58+00:00,en,,
1311091708365615106,@JohnnyChugs @PartyOfOnePod @SPace_bit @OphidianCobra Cyberpunk 2077: Grimdark power fantasy &amp; also ray-traced Keanu is here. Cyberpunk: LA cyborg street punks team-up with time-travelling genderless IT techs from 200 years in the future to reboot a mainframe to prevent actual wizards from ruining reality,BillyKumo,2020-09-29 23:53:16+00:00,en,,
1311091509303939073,Inclusive lembrei desse Tweet de um dev de GTA V falando que o jogo sofreu 3 atrasos e ele teve que trabalhar ainda mais horas extras.E o contexto era um retweet com comentário falando do adiamento de... Cyberpunk 2077,OVictorFerreira,2020-09-29 23:52:29+00:00,pt,,
1311091271117623297,November will be 2020s VideoGame Comic Con Ps5XboxMiles moralesGears tacticsDemons SoulsHyrule warriorsSack Boys Big AdventureCyberPunk 2077Call Of DutyAssasins Creed VallhallaHoly crap im so hyped,carlosperezsk8s,2020-09-29 23:51:32+00:00,en,,
1311091270975012864,Yo as much as I love what CD projekt red and want cyberpunk 2077 the crunch they are doing to put it out is not worth it. Delay that shit again man,xeos_,2020-09-29 23:51:32+00:00,en,,
1311091230638575617,"I know crunches can be very grueling especially during this time. #CDPR devs please take care, know that you are not alone. #Cyberpunk2077 https://t.co/Typch6Rzsk",Subgeta,2020-09-29 23:51:22+00:00,en,,"['CDPR', 'Cyberpunk2077']"
1311091201802526723,"I feel dirty for wanting to buy Cyberpunk 2077 because I don’t want to give my money to a company who is still forcing crunch but like, I also want the developers to get paid for what they went through??? How do we fight this!",miss__slaughter,2020-09-29 23:51:16+00:00,en,,
1311091134756724744,"Por fa, retrasen Cyberpunk 2077, nadie merece ser explotado de esa manera y encima de que no seria el fin del mundo",Danpafi,2020-09-29 23:51:00+00:00,es,"Place(id='1b511ee6d02ebd66', fullName='Fairbanks - Northwest Crossing, Houston', name='Fairbanks - Northwest Crossing', type='neighborhood', country='United States', countryCode='US')",
1311090954548506624,Reporte: Desarrolladores de Cyberpunk 2077 son forzados a trabajar seis días por semana para terminar el juego a tiempohttps://t.co/p2zTG7mKdx#AvengersAssemble https://t.co/wbxXxZdQZR https://t.co/C16ZjjvLUj,atomix,2020-09-29 23:50:17+00:00,es,,['AvengersAssemble']
1311090943098052615,@MichellGui isso é uma parada que a indústria estimula. Chega no final do ano TLOU e Cyberpunk 2077 concorrem a GOTY. É reforçar essa cultura. O ideia é nesses casos esses jogos serem barrados de participarem da votação.,JulioCarv1,2020-09-29 23:50:14+00:00,pt,,
1311090839469387776,"#Cyberpunk2077 They tried their hardest to avoid crunch, no matter what they do in this situation they lose. People will riot if they delay, they riot if they crunch. Work sucks and it's part of life to have to work hard.",vinnyskeleton,2020-09-29 23:49:49+00:00,en,,['Cyberpunk2077']
1311090825485594624,"@SteinsGhash @jasonschreier Basicamente, ele recebeu ameaças de gamers por ter relatado o crunch que tá acontecendo no desenvolvimento de Cyberpunk 2077, só que ele não vai se calar sobre essas coisas, é o trabalho dele",cadusr23,2020-09-29 23:49:46+00:00,pt,,
1311090823409401857,@rkern Nothing. But CDPR is forcing crunchtime to get Cyberpunk 2077 out the door.https://t.co/M4facOGorg,Shadowhaxor,2020-09-29 23:49:45+00:00,en,,
1311090691796205568,"In CD Projekt Red's defense, if they delayed Cyberpunk 2077 again to avoid mandatory crunch, what other games would we possibly have to play in the meantime, Bubble Bobble 4?? https://t.co/rWESY788mK",Ragga_Fragga,2020-09-29 23:49:14+00:00,en,,
1311090617624268803,@QuestKnight3 @LastKnownMeal Bethesda is cringe? I hope that i will defend Cyberpunk 2077 over Xbox + Beth exclusive that Todd Howard is a liar...,PoppyDWTrolls7,2020-09-29 23:48:56+00:00,en,,
1311090474199982081,@BlackDGamer1 @Aethix0 @SophNar0747 @UE_UpperEchelon I watched some of his Cyberpunk 2077 vids and he didn't come of as a shill for the npc gaming media ..guess i was wrong,Jokerfox,2020-09-29 23:48:22+00:00,en,,
1311090474019586049,"CD Projekt RED makes it clear that Cyberpunk 2077 can't be delayed again.The company has spent $121 million in development costs across multiple years.November 19, 2020 apparently must be the final date regardless of the crunch involved.https://t.co/rwbI7o927k",DeekeTweak,2020-09-29 23:48:22+00:00,en,,
1311090452326682625,"Стандартный график работы или очередной перенос? #CDProjektRED свой выбор сделала — в понедельник компания сообщила сотрудникам, что шестидневные рабочие недели будут обязательными в преддверии релиза #Cyberpunk2077: https://t.co/arRpHneahc https://t.co/dGX30z97gl",stopgameru,2020-09-29 23:48:17+00:00,ru,,"['CDProjektRED', 'Cyberpunk2077']"
1311090404822052864,Soo Its Been Confirmed That Employees Working on #Cyberpunk2077 Have To Work Mandatory 6 - Day Week Schedules On The Game Due To Crunch Here Is My Question Where Is The Same Energy/Outrage That Was Thrown At @Naughty_Dog ?--&gt; https://t.co/Gb8YXm1WkW https://t.co/AmLEpqUZ0x,BitCloudGaming,2020-09-29 23:48:06+00:00,en,,['Cyberpunk2077']
1311090232138358785,"Pese a sus mejores esfuerzos, CD Projekt recurrirá a la sobrecarga de trabajo para pulir Cyberpunk 2077  por @3djuegos#consolas #videojuegoshttps://t.co/hCqTnB5URd",ConsolaJuegosES,2020-09-29 23:47:24+00:00,es,,"['consolas', 'videojuegos']"
1311090201025032193,TL right now regarding #Cyberpunk2077 crunch time https://t.co/3KuPOOrqXO,Senpai_dami,2020-09-29 23:47:17+00:00,en,,['Cyberpunk2077']
1311090143516856321,"""...crunch should never be the answer. But we’ve extended all other possible means of navigating the [upcoming release of Cyberpunk 2077]."" -Adam Badowski, CD Projekt Red Studio HeadDelay the game you lying shithead.",AndrewEisen,2020-09-29 23:47:03+00:00,en,,
1311089900150812672,cyberpunk 2077 latinos whne they dying: we are in a gang ese,bcyangel,2020-09-29 23:46:05+00:00,en,,
1311089798053081092,CHECK OUT MY LATEST VIDEO TALKING ABOUT #CDPROJEKTRED #Cyberpunk2077 CD Projekt Red Mandates 6 Day Work Week &amp; CRUNCH To Fix Cyberpunk 2077 Bugs Before Launchhttps://t.co/3CUcXPLDDn https://t.co/DpTyZuyh93,BrokenGamezHDR_,2020-09-29 23:45:41+00:00,en,,"['CDPROJEKTRED', 'Cyberpunk2077']"
1311089403876511746,@geekchic9 I genuinely can’t take the Orange One. I’ll probably watch previews for Assassin’s Creed: Valhalla or Cyberpunk 2077 on YouTube. Or read.,Dadman03AL,2020-09-29 23:44:07+00:00,en,,
1311089003404365824,Cyberpunk 2077 Devs Reportedly Working 6-Day Weeks To Finish The Game https://t.co/FFkijHWppc,modcontrollerz,2020-09-29 23:42:31+00:00,en,,
1311088995712069633,Cyberpunk 2077 Devs Reportedly Working 6-Day Weeks To Finish The Game https://t.co/h3F5hBgKCr,modcontrollerz,2020-09-29 23:42:30+00:00,en,,
1311088877323550723,"You have already delayed Cyberpunk 2077 157 times, what’s the harm in doing it again? Don’t force people to work extra crunch hours because you’re scared to delay the game again.",RareBishop,2020-09-29 23:42:01+00:00,en,,
1311088764735959040,"There are seven weekends between now and the release of Cyberpunk 2077. CD Projekt could have delayed the game until 30th November to make up those extra days, rather than force staff to barely have a weekend for seven weeks",MattLorrigan,2020-09-29 23:41:35+00:00,en,,
1311088594921107458,@DMC_Ryan Amen to that! Make it a proper Next-Gen release DAY 1! Oh and pleeeaaase @CDPROJEKTRED and @XboxP3 @Xbox make some #Cyberpunk2077 inspired #XboxSeriesX  consoles. What better way to enter a new generation than alongside a game that might very well define it! #MakeItCount https://t.co/OW7ikLvWLL,daibendumonk,2020-09-29 23:40:54+00:00,en,,"['Cyberpunk2077', 'XboxSeriesX', 'MakeItCount']"
1311088565569425408,@LevelUPcom Geoff Keighley tachando de la lista de GOTY a Cyberpunk 2077 y TLOU PART II por haber pasado crunch en su desarrollo. https://t.co/qiIsGesAfi,SirJaguar1987,2020-09-29 23:40:47+00:00,es,,
1311088551107256321,Qué es crunch? Cyberpunk 2077: reportan que habrá crunch obligatorio para terminar el RPG https://t.co/0dfQrndBPv #games #feedly,4seerpod,2020-09-29 23:40:44+00:00,es,,"['games', 'feedly']"
1311088455708020736,Meta de games pro fim de 2020:- Terminar #GhostOfTsushima até 29/10- Começar #WatchDogsLegion e fechar até 12/11- Começar #SpiderManMilesMorales e fechar até 19/11- Começar #Cyberpunk2077 e fechar quando Deus decidirᶠᵃˡʰᵃʳᵉᶦ ᵉᵐ ᵗᵒᵈᵃˢ,dyegosf,2020-09-29 23:40:21+00:00,pt,,"['GhostOfTsushima', 'WatchDogsLegion', 'SpiderManMilesMorales', 'Cyberpunk2077']"
1311088293371666433,"My opinion on the whole Cyberpunk 2077 mandatory 6 day work weeks:Are you fucking crazy? You think I'm going to offer my opinion on a subject like this? 😂😂😂😂 No comment.Hell, even saying no comment will probably give me some shit. 🤣🤣🤣",Didact343,2020-09-29 23:39:42+00:00,en,,
1311088233984462849,"Et ce n’est malheureusement pas le chocolat 😒.En espérant que ça n’atteigne pas des niveaux indécents. Malheureusement ils ne peuvent plus repousser pour correspondre avec les sorties des consoles nextgen.Saint-Keanu, priez pour eux 🙏🏻#Cyberpunk2077",RaphJV,2020-09-29 23:39:28+00:00,fr,,['Cyberpunk2077']
1311088200862101509,@XCharredMuffinX @linkedinmindset the game Cyberpunk 2077 I believe,polearmguy,2020-09-29 23:39:20+00:00,en,,
1311088164954615811,Honestly if you still get suckered into buying cyberpunk 2077 you're probably a scab with shit taste,Moth_Beam,2020-09-29 23:39:12+00:00,en,,
1311088019839967234,fuck cyberpunk 2077 or whatever,keitoeverything,2020-09-29 23:38:37+00:00,en,,
1311087986554155009,"Probad mejor con:""Pese a sus mejores esfuerzos, CD Projekt recurrirá a la explotación laboral para pulir Cyberpunk 2077"" como titular.https://t.co/xjX4Wl9c0D",FarawayGaylaxy,2020-09-29 23:38:29+00:00,es,,
1311087958972182528,"@jasonschreier For what it’s worth, Cyberpunk 2077 is my most anticipated game (open world cyberpunk setting? *Insert throwing wallet joke*), and I can 100% wait any amount of time if it means the team is allowed ro finish it without mandatory crunch.",CarlosMJRS,2020-09-29 23:38:22+00:00,en,,
1311087931319357443,@CDPROJEKTRED should delay #Cyberpunk2077 instead of forcing mandatory overtime on their employees. These game developers need to stop putting money and prestige over the health and welfare of their employees. It is time for those working in the game industry to unionize.,KrisJFern,2020-09-29 23:38:16+00:00,en,,['Cyberpunk2077']
1311087827183075331,"LOL at peeps boo-hooing over #cdprojectred and #Cyberpunk2077 crunch! 🤣It’s actually called overtime and a lot of people have to work mandatory OT sometimes, not just game developers. Calm down snowflakes.",acoll37,2020-09-29 23:37:51+00:00,en,"Place(id='dd9c503d6c35364b', fullName='Pennsylvania, USA', name='Pennsylvania', type='admin', country='United States', countryCode='US')","['cdprojectred', 'Cyberpunk2077']"
1311087789484711936,"Sheesh, news about CDPR demanding six-day weeks and crunch from their employees for the development of #CyberPunk2077 is upsetting, especially from a company that has been very vocal against that type of thing.If you need more time~Delay.Your.Game.Health &gt; Deadlines. 💛 https://t.co/bko3MY3ylc",Roguetoad27,2020-09-29 23:37:42+00:00,en,,['CyberPunk2077']
1311087718651305985,@Omar97abdulaziz على سيرة اللي كنا بنتكلم فيه امبارح انا وانت، الصورة اللي إنت حاططها دي لكيانو رييفز كان بيعلن فيها وقتها إنه هيمثل في لعبة هتنزل كمان شهرين إسمها Cyberpunk 2077,HisDudeness22_,2020-09-29 23:37:25+00:00,ar,,
1311087589512757248,remember when this was at the end of the first cyberpunk 2077 trailer https://t.co/mLu4jLM1gO,Android_Sparky,2020-09-29 23:36:54+00:00,en,,
1311087508734779393,"@insomniacgames @Soy_la_tech It's too bad that you guys are charging people $70 for the PS5 version of 2018 spiderman who already purchased it on PS4. Good thing there aren't other games being upgraded for free...oh wait, Witcher 3, Watchdogs Legions, Cyberpunk 2077, AC Valhalla just to name a few",viperxt,2020-09-29 23:36:35+00:00,en,,
1311087493916262400,"@silva_ruancarlo Vou sim irmão. Esse ano tô querendo ficar com o Spiderman, Godfall, Cyberpunk 2077, FIFA 21 e CoD Black Ops. Talvez Assassins entre na lista. Já comprei até o Spiderman.",94Jeduardo,2020-09-29 23:36:32+00:00,pt,,
1311087215796051968,Hey @CyberpunkGame @CDPROJEKTRED Look what i have made! I worked hard on this! I brought the image to life! Hope you guys Enjoy it! Big Fan!! Workin on another one!!! #Cyberpunk2077 #cyberpunkart @PlayStation https://t.co/vf19z0klbo,TheRealP1_,2020-09-29 23:35:25+00:00,en,,"['Cyberpunk2077', 'cyberpunkart']"
1311087150964895746,"Pese a sus mejores esfuerzos, CD Projekt recurrirá a la sobrecarga de trabajo para pulir #Cyberpunk2077 https://t.co/JZt0znLs1r",3djuegos,2020-09-29 23:35:10+00:00,es,,['Cyberpunk2077']
1311087120207900672,Won't be getting Cyberpunk 2077 then. Get fuckes with this crunch bullshit.,Tilaurin,2020-09-29 23:35:02+00:00,en,,
1311087015400701952,"It’s funny how game devs, and parent companies are for equality, inclusion, and treatment until it comes to crunch time. Keep speaking truth Jason. Sometimes,‘it’s not pretty. I would rather wait for #Cyberpunk2077 knowing that employees were treated fair.",GHRadio_Mavrick,2020-09-29 23:34:37+00:00,en,,['Cyberpunk2077']
1311086911797309440,Cyberpunk 2077 puede ser el juego con más horas trabajadas/día por persona de la historia.,S_de_Incognito,2020-09-29 23:34:13+00:00,es,,
1311086831933566977,"Between delays, the use of racial stereotypes in the game, and now mandatory crunch my anticipation for #Cyberpunk2077 has significantly cooled",Kobalt_Kaiju,2020-09-29 23:33:54+00:00,en,,['Cyberpunk2077']
1311086817656086528,"Come on @CDPROJEKTRED, stop this crunch BS and just delay the game once more. We can wait, the health of your employees is more important than getting the game out earlier. #Cyberpunk2077",romulinotv,2020-09-29 23:33:50+00:00,en,,['Cyberpunk2077']
1311086649183539201,"It’s already coming out after Next-Gen consoles. Double down on it, take your time and come out with both current and Next-Gen versions at release. No crunch. Make some more merch like #Cyberpunk2077 inspired Series Xs, PS5s + accessories and everyone will be happy @CDPROJEKTRED https://t.co/atiWaPMVW7",daibendumonk,2020-09-29 23:33:10+00:00,en,,['Cyberpunk2077']
1311086552504832007,E meu hype com Cyberpunk 2077 que de repente explodiu e estou querendo até fazer desenhos no cabelo pra ver se ficaria legal um cosplay? 🤯 https://t.co/80GnfFHcTe,Roddypii,2020-09-29 23:32:47+00:00,pt,,
1311086443838791681,"Hello  :) je vais bientôt reprendre les streeam, quand je ne sais pas encore  mais je me cale sur certaines sortie de jeu vidéo, pour le coup je ne streamerais pas Cyberpunk 2077 car sa va spoil/backseat de ouf. Il y a d'autre jeux  de prévu, je ferais également en fonction 1/2",Shanzeylahyene,2020-09-29 23:32:21+00:00,fr,,
1311086419452985344,Cyberpunk 2077 is not worth being released on time if employees health are at risk. Video games are not that serious.,NephthysPhoenix,2020-09-29 23:32:15+00:00,en,,
1311086266243584002,"@GameSpot Cyberpunk 2077, we are in 2020, so they have time, no stress 😜",David_Soeiro,2020-09-29 23:31:39+00:00,en,,
1311086258785902592,"I'm excited for Cyberpunk 2077, but I'm not excited that the people working on it have to go through a ton of crunch.",RonsoGNB,2020-09-29 23:31:37+00:00,en,,
1311086240771366914,I'd rather Cyberpunk 2077 be delayed till 2021 then have its developers go through mandatory crunch.,JesseJusticeVO,2020-09-29 23:31:33+00:00,en,,
1311086231854424072,Cyberpunk 2077 Devs Reportedly Working 6-Day Weeks To Finish The Game https://t.co/yQ08y8ynbX,Dailyheed1,2020-09-29 23:31:31+00:00,en,,
1311086146563133440,"@CyberpunkGame Hey Legends, Do you guys do Image contest at all? #Cyberpunk2077 @CDPROJEKTRED https://t.co/P9gPNHM7Jy",TheRealP1_,2020-09-29 23:31:10+00:00,en,,['Cyberpunk2077']
1311086127856734210,"I'm really looking forward to Cyberpunk 2077, but they need to delay this game. It's messed up that the employees were lied to and have to crunch severely. They shouldn't risk people's health over a video game.",Captainhorizon7,2020-09-29 23:31:06+00:00,en,,
1311086086786088963,Nova gameplay de Cyberpunk 2077 é revelada na TGS 2020Link; https://t.co/HDsykA2feG https://t.co/xInZIluPeW,ManualdosGames_,2020-09-29 23:30:56+00:00,pt,,
1311085987972419584,Can't say I'm surprised by this news especially for a game that has been highly anticipated for sometime now &amp; most likely CDPR want to get it out. #Cyberpunk2077 #cdprojectred #gamedev #gaming,ADDMOORE_,2020-09-29 23:30:32+00:00,en,,"['Cyberpunk2077', 'cdprojectred', 'gamedev', 'gaming']"
1311085933538799617,Almost entirely sure Cyberpunk 2077 is gonna have Bethesda-esque bugs at launch if they've just gone back on their crunch promise.Also people will freak out about minor bugs but not care about the crunch cause gamers are weirdos. https://t.co/5Dfbnr682a,Karn_EX,2020-09-29 23:30:20+00:00,en,,
1311085903574523904,I wouldn't mind Cyberpunk 2077 to be delayed yet again. If it needs more work then it needs more work.,RoninTaizen,2020-09-29 23:30:12+00:00,en,,
1311085899988557826,"@thachampagne In this situation too, going to funding sources with ""I developed Cyberpunk 2077"" holds much more weight than ""I developed FIFA 2021"". I still don't take the libertarian stance you do, but there is definitely nuance here.",Helthurian,2020-09-29 23:30:12+00:00,en,,
1311085835606020100,"Report: Cyberpunk 2077 Developers Will Be Crunching, Despite Promises They Wouldn't l Kotaku https://t.co/a80K4XWG4U",fuseboxradio,2020-09-29 23:29:56+00:00,en,,
1311085775354822657,"@jasonschreier It’s already coming out after Next-Gen consoles. Double down on it, take your time and come out with both current and Next-Gen versions at release. No crunch. Make some more merch like #Cyberpunk2077 inspired Series Xs, PS5s + accessories and everyone will be happy @CDPROJEKTRED https://t.co/0Dfnsmz85v",daibendumonk,2020-09-29 23:29:42+00:00,en,,['Cyberpunk2077']
1311085455048351752,"Happens I work for a company that mandates 6 to 7 day work weeks 8-12 hour shifts, there will be some crunch time, I won't get into it any further, they are getting paid overtime to do their job, good juck team at @CDPROJEKTRED #cyberpunk2077",HamboneGamin,2020-09-29 23:28:25+00:00,en,,['cyberpunk2077']
1311085322269323264,"I just read that #Cyberpunk2077 is now doing mandatory 6 day crunch time, despite saying they wouldn't do crunch time. Not cool. Super not cool. Super absolutely not fucking cool. Super fuck yourself, take it back, change it now, not cool. Not buying until discount if they don't. https://t.co/bnpV8zrLrS",Gemfruit,2020-09-29 23:27:54+00:00,en,,['Cyberpunk2077']
1311085210910457856,"Estoy deseando, como mucha gente, que salga Cyberpunk 2077, pero las horas de diversión a los clientes no pueden ser excusa para las horas de explotación a los trabajadores",rjhz,2020-09-29 23:27:27+00:00,es,,
1311084886564851713,@KingTarik_ @FloatyToasty @stay_black16 There was never third person. It was first person from the start. Cyberpunk 2077 does not have MTX. Cyberpunk online is a completely separate project that won't release until at least 2022.,CaptainCanady,2020-09-29 23:26:10+00:00,en,,
1311084883033419782,Man  not even Keanu Reeves can't get me to buy #Cyberpunk2077That's how I know this game will be fucking mid https://t.co/7rWOwfBRIy,niklander2,2020-09-29 23:26:09+00:00,en,,['Cyberpunk2077']
1311084779345936389,At this rate we’ll be playing Cyberpunk 2077 in the year 2077,Avionicschad,2020-09-29 23:25:44+00:00,en,,
1311084727802109953,CDPR earlier announced that there would be no mandatory crunch for Cyberpunk 2077. This week they just announced that there will be studio-wide mandatory crunch https://t.co/DAzYwQNrY6,eldedenlatin,2020-09-29 23:25:32+00:00,en,,
1311084692767088641,Would love to hear from any Cyberpunk 2077 devs about the 6 day work week. Are you okay with it? Do you hate it? Genuinely curious.,JontheNerd_,2020-09-29 23:25:24+00:00,en,,
1311084638715158535,The only thing you can spoil about Cyberpunk 2077 is that I can do this. Also let me know if I can customize all my members to wear strictly white and red suits and I get to wear purple polyester.,jackershines,2020-09-29 23:25:11+00:00,en,,
1311084552970960896,@witchergame @CDPROJEKTRED @Xbox @PlayStation Amazing initiative.If I buy Cyberpunk 2077 for PS5 will I have access on PC as well?,fvzuben,2020-09-29 23:24:50+00:00,en,"Place(id='3797791ff9c0e4c6', fullName='Toronto, Ontario', name='Toronto', type='city', country='Canada', countryCode='CA')",
1311084538421010432,"This game DESERVES my money full price! I sincerely hope that WHEN Cyberpunk 2077 becomes a major success, some of the devs that crunch now get rewarded! Sincerely this is the only game ive been waiting for and hope its as awesome as I imagine it will be! I trust @CDPROJEKTRED",hypertrollic,2020-09-29 23:24:47+00:00,en,,
1311084290638315520,Btw Jason himself has confirmed with game devs that crunch is exacerbated during a delay. So you dont want Cyberpunk 2077 to be delayed. You want unions and workplace reform.,mathodical1018,2020-09-29 23:23:48+00:00,en,,
1311084251522228227,В преддверии выхода Cyberpunk 2077 студия-разработчик перешла на шестидневную рабочую неделю https://t.co/q8UB1NyRmy,DroopinRu,2020-09-29 23:23:38+00:00,ru,,
1311084069153890304,"Letting the devs rest is literally the only reason I want Cyberpunk 2077 to finally release. Fuck you, CD Projekt RED. You and your poor management.",comfy_pumpkin,2020-09-29 23:22:55+00:00,en,,
1311084006990057472,"Made the mistake of checking the replies in a Cyberpunk 2077 fan page. Holy hell I can't believe there are people actually defending the crunch. Oh who am I kidding of course people are ok with it, people are horrible.",Lancing_Knight,2020-09-29 23:22:40+00:00,en,,
1311083861871337474,"Cyberpunk 2077 Devs Reportedly Working 6-Day Weeks To Finish The Game - https://t.co/ZOc2wnY1Ks #AdamBadowski #Bizfinance #Bloomberg #Cdpr #Gamespot #Job #Match #Punk  CD Projekt Red, the studio behind upcoming open-world RPG Cyberpunk 2077, has reportedly instituted a ...",SoMuchInfoOk,2020-09-29 23:22:06+00:00,en,,"['AdamBadowski', 'Bizfinance', 'Bloomberg', 'Cdpr', 'Gamespot', 'Job', 'Match', 'Punk']"
1311083556031074310,For the past 5+ years the only thing I wanted for Cyberpunk 2077 is to be able run my own Yakuza syndicate and every time I see Keanu Reeves or cyber memes I think about this.,jackershines,2020-09-29 23:20:53+00:00,en,,
1311083469909311489,CD Projekt RED goes into 'overdrive' to finish Cyberpunk 2077 in time for November release https://t.co/TjeKAqEEPD,TweakTown,2020-09-29 23:20:32+00:00,en,,
1311083432483659777,Do you like this design? #PS5 #PlayStation5 #DualSense #Cyberpunk2077 https://t.co/7e2sdxidL0,sonesean3,2020-09-29 23:20:23+00:00,en,,"['PS5', 'PlayStation5', 'DualSense', 'Cyberpunk2077']"
1311083427949617153,The more I've heard about Cyberpunk 2077 the less I'm interested. And this is coming from a guy who was hyped when the original teaser came out like 6 years ago,floyd_uncooked,2020-09-29 23:20:22+00:00,en,,
1311083388783095808,It's a disappointing turn of events. #Cyberpunk2077https://t.co/QeFEDTZO3Z,KotakuAU,2020-09-29 23:20:13+00:00,en,,['Cyberpunk2077']
1311083153868468225,"Cyberpunk 2077 will be crunching devs, despite previous promises.https://t.co/5Psf3FSWgS https://t.co/8XTcbpYcJB",thegamerwebsite,2020-09-29 23:19:17+00:00,en,,
1311082997341458432,I've seen quite a few posts about what PS4 game they'll play again on the PS5. I'm just going to wait to get Cyberpunk 2077 running on that system.,PhilNeedsCoffee,2020-09-29 23:18:39+00:00,en,,
1311082928890212352,"The most cyberpunk thing about Cyberpunk 2077 will be the working conditions of their developers, but enjoy the a e s t h e t i c I guess.",SenorCyborg,2020-09-29 23:18:23+00:00,en,,
1311082894086074370,"CD Projekt Red realized there’s a few uncomfortable stereotypes they neglected to include as ethnic monolith cardboard gangs, so Cyberpunk 2077 will just have to crunch now.",fourhman,2020-09-29 23:18:15+00:00,en,,
